Course ID,Course Name,Unit,Level,Avg Star,Review Number,Result
Total Data Quality Specialization,Total Data Quality Specialization,University of Michigan,,4.6,15,"Explore the Total Data Quality framework.
Learn how to integrate data quality assessments as a critical component in all your projects.
Understand on the initial steps of data science, emphasizing data collection, data source evaluation, and techniques for ensuring high-quality data. "
Geospatial Analysis with ArcGIS,Geospatial Analysis with ArcGIS,"University of California, Davis",,4.5,32,"University of California, Davis
GIS Applications Across Industries
Course
University of California, Davis
Geographic Information Systems (GIS)
Specialization
University of California, Davis
Fundamentals of GIS
Course
University of California, Davis
GIS Data Formats, Design and Quality
Course"
Distributed Computing with Spark SQL,Distributed Computing with Spark SQL,"University of California, Davis",,4.5,662,"Use the collaborative Databricks workspace to write scalable Spark SQL code that executes against a cluster of machines
Inspect the Spark UI to analyze query performance and identify bottlenecks
Create an end-to-end pipeline that reads data, transforms it, and saves the result
Build a medallion (bronze, silver, gold) lakehouse architecture with Delta Lake to ensure the reliability, scalability, and performance of your data"
Production Machine Learning Systems,Production Machine Learning Systems,Google Cloud,,4.6,970,"Compare static versus dynamic training and inference
Manage model dependencies
Set up distributed training for fault tolerance, replication, and more
Export models for portability"
Machine Learning with Apache Spark,Machine Learning with Apache Spark,IBM,,4.5,57,"Describe ML, explain its role in data engineering, summarize generative AI, discuss Spark's uses, and analyze ML pipelines and model persistence. 
Evaluate ML models, distinguish between regression, classification, and clustering models, and compare data engineering pipelines with ML pipelines. 
Construct the data analysis processes using Spark SQL, and perform regression, classification, and clustering using SparkML. 
Demonstrate connecting to Spark clusters, build ML pipelines, perform feature extraction and transformation, and model persistence. "
Assessment for Data Analysis and Visualization Foundations,Assessment for Data Analysis and Visualization Foundations,IBM,,4.6,202,"Demonstrate readiness for performing foundational data analysis and data visualization tasks and key steps in the Data Analytics process.
Differentiate between the roles different data professionals play in a modern data ecosystem.
Perform basic Excel tasks for Data Analysis including data quality and data preparation skills.
Exhibit abilities in visualizing data using Excel and proficiency in creating dashboards using Excel and Cognos Analytics."
Data Mining Foundations and Practice Specialization,Data Mining Foundations and Practice Specialization,University of Colorado Boulder,,3.8,29,"Data mining pipeline: data understanding, preprocessing, warehousing
Data mining methods: frequent patterns, classification, clustering, outliers 
Data mining project: project formulation, design, implementation, reporting "
"Spark, Hadoop, and Snowflake for Data Engineering","Spark, Hadoop, and Snowflake for Data Engineering",Duke University,,3.7,22,"Create scalable data pipelines (Hadoop, Spark, Snowflake, Databricks) for efficient data handling.
Optimize data engineering with clustering and scaling to boost performance and resource use.
Build ML solutions (PySpark, MLFlow) on Databricks for seamless model development and deployment.
Implement DataOps and DevOps practices for continuous integration and deployment (CI/CD) of data-driven applications, including automating processes."
Introduction to Designing Data Lakes on AWS,Introduction to Designing Data Lakes on AWS,Amazon Web Services,,4.7,222,"Where to start with a Data Lake?
How to build a secure and scalable Data Lake?
What are the common components of a Data Lake?
Why do you need a Data Lake and what it's value?"
Developing Data Models with LookML,Developing Data Models with LookML,Google Cloud,,4.8,49,"Define LookML basic terms and building blocks
Model new dimensions and measures using LookML and use dashboards to combine key queries and visualizations into a one page executive view
Model files of LookML projects to design and build custom Explores for business users
Use derived tables in Looker to create new custom tables and use datagroups to manage caching policies"
Microsoft Azure Machine Learning for Data Scientists,Microsoft Azure Machine Learning for Data Scientists,Microsoft,,4.4,108,"Identify different kinds of machine learning models 
How to use the automated machine learning capability of Azure Machine Learning to train and deploy a predictive model
Create regression, classification, and clustering models using Azure Machine Learning designer
Use Azure Machine Learning to create and publish models without writing code"
Generative Deep Learning with TensorFlow,Generative Deep Learning with TensorFlow,DeepLearning.AI,,4.9,254,"DeepLearning.AI
TensorFlow: Advanced Techniques
Specialization
DeepLearning.AI
Custom and Distributed Training with TensorFlow
Course
DeepLearning.AI
Custom Models, Layers, and Loss Functions with TensorFlow
Course
DeepLearning.AI
Build Better Generative Adversarial Networks (GANs)
Course"
"Applied Plotting, Charting & Data Representation in Python","Applied Plotting, Charting & Data Representation in Python",University of Michigan,,4.5,6225,"Describe what makes a good or bad visualization
Understand best practices for creating basic charts
Identify the functions that are best for particular problems
Create a visualization using matplotlb"
Probabilistic Graphical Models 2: Inference,Probabilistic Graphical Models 2: Inference,Stanford University,,4.6,482,"Stanford University
Probabilistic Graphical Models 3: Learning
Course
Stanford University
Probabilistic Graphical Models 1: Representation
Course
O.P. Jindal Global University
Text Mining for Marketing
Course
Imperial College London
TensorFlow 2 시작하기
Course"
Applied AI with DeepLearning,Applied AI with DeepLearning,IBM,,4.4,1110,"IBM
Advanced Data Science Capstone
Course
IBM
Advanced Data Science with IBM
Specialization
IBM
Fundamentals of Scalable Data Science
Course
IBM
Advanced Machine Learning and Signal Processing
Course"
Advanced Data Visualization with Tableau,Advanced Data Visualization with Tableau,Tableau Learning Partner,,4.9,27,"Create advanced data visualizations to communicate analytic insights, such as dual-axis charts, bar-in-bar charts, small multiples, and more.
Create and customize spatial analytics data visualizations to communicate insights, such as maps, geocoding, lasso and radial selection, and more. 
 Add complexity to the visualizations produced in your analysis by incorporating motion and multi layers. "
Text Retrieval and Search Engines,Text Retrieval and Search Engines,University of Illinois at Urbana-Champaign,,4.5,943,"University of Illinois at Urbana-Champaign
Text Mining and Analytics
Course
University of Illinois at Urbana-Champaign
Pattern Discovery in Data Mining
Course
University of Illinois at Urbana-Champaign
Cluster Analysis in Data Mining
Course
University of Illinois at Urbana-Champaign
Data Mining
Specialization"
Bayesian Statistics: Techniques and Models,Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",,4.8,472,"Efficiently and effectively communicate the results of data analysis.
Use statistical modeling results to draw scientific conclusions.
Extend basic statistical models to account for correlated observations using hierarchical models."
Business Metrics for Data-Driven Companies,Business Metrics for Data-Driven Companies,Duke University,,4.6,8347,"Duke University
Mastering Data Analysis in Excel
Course
Duke University
Data Visualization and Communication with Tableau
Course
IE Business School
Scaling Product and Processes
Course
University System of Georgia
The Good, Bad, and Ugly of Marketing - Jagdish Sheth
Course"
Essential Design Principles for Tableau,Essential Design Principles for Tableau,"University of California, Davis",,4.4,1994,"Examine and improve an ineffective visualization
 Examine and improve an ineffective visualization
 Apply visualization best practices
 Create and design visualizations that work best for the target audience  "
Data Integration with Microsoft Azure Data Factory,Data Integration with Microsoft Azure Data Factory,Microsoft,,3.9,141,"How to create and manage data pipelines in the cloud 
How to integrate data at scale with Azure Synapse Pipeline and Azure Data Factory"
Data Ecosystem,Data Ecosystem,Tableau Learning Partner,,4.7,52," Describe the purpose and applications of tabular data, databases, data warehouses, data lakes, and ETLs. 
 Describe the importance of data quality and data governance in relation to data management. 
 Identify the principles that form the foundation of modern data architecture. "
Data Analysis with Tableau,Data Analysis with Tableau,Tableau Learning Partner,,4.1,25,"Apply Tableau techniques to manipulate and prepare data for analysis.
Perform exploratory data analysis using Tableau and report insights using descriptive statistics and visualizations.
 Identify the benefits of the analytics feature in Tableau by utilizing this tool versus manually calculating the analytics."
Python Essentials for MLOps,Python Essentials for MLOps,Duke University,,4.2,129,"Work with logic in Python, assigning variables and using different data structures.
Write, run and debug tests using Pytest to validate your work.
Interact with APIs and SDKs to build command-line tools and HTTP APIs to solve and automate Machine Learning problems."
"Linear Algebra: Matrix Algebra, Determinants, & Eigenvectors","Linear Algebra: Matrix Algebra, Determinants, & Eigenvectors",Johns Hopkins University,,4.9,21,"Johns Hopkins University
Linear Algebra: Orthogonality and Diagonalization
Course
Johns Hopkins University
Linear Algebra: Linear Systems and Matrix Equations
Course
Johns Hopkins University
Linear Algebra from Elementary to Advanced
Specialization
Johns Hopkins University
Calculus through Data & Modeling: Differentiation Rules
Course"
Principles of fMRI 1,Principles of fMRI 1,Johns Hopkins University,,4.6,814,"Johns Hopkins University
Principles of fMRI 2
Course
Johns Hopkins University
Introduction to Neurohacking In R
Course
Johns Hopkins University
Neuroscience and Neuroimaging
Specialization
Johns Hopkins University
Fundamental Neuroscience for Neuroimaging
Course"
Data Visualization,Data Visualization,University of Illinois at Urbana-Champaign,,4.5,1364,"University of Illinois at Urbana-Champaign
Text Retrieval and Search Engines
Course
University of Illinois at Urbana-Champaign
Pattern Discovery in Data Mining
Course
University of Illinois at Urbana-Champaign
Text Mining and Analytics
Course
University of Illinois at Urbana-Champaign
Cluster Analysis in Data Mining
Course"
Data Visualization with Tableau Project,Data Visualization with Tableau Project,"University of California, Davis",,4.6,538,"Develop a project proposal
 Assess the quality of the data and perform exploratory analysis
 Create KPIs and dashboards and assess your analysis
 Create your data story and write a narrative to accompany your visualization"
TensorFlow on Google Cloud,TensorFlow on Google Cloud,Google Cloud,,4.4,2748,"Create TensorFlow and Keras machine learning models and describe their key components.
Use the tf.data library to manipulate data and large datasets.
Use the Keras Sequential and Functional APIs for simple and advanced model creation.
Train, deploy, and productionalize ML models at scale with Vertex AI."
Advanced Machine Learning and Signal Processing,Advanced Machine Learning and Signal Processing,IBM,,4.5,1228,"IBM
Advanced Data Science Capstone
Course
IBM
Applied AI with DeepLearning
Course
IBM
Advanced Data Science with IBM
Specialization
IBM
Fundamentals of Scalable Data Science
Course"
"Big Data, Artificial Intelligence, and Ethics","Big Data, Artificial Intelligence, and Ethics","University of California, Davis",,4.6,487,"Define and discuss big data opportunities and limitations.
Work with IBM Watson and analyze a personality through Natural Language Programming (NLP).
Examine how AI is used through case studies.
Examine and discuss the roles ethics play in AI and big data."
AI for Scientific Research Specialization,AI for Scientific Research Specialization,LearnQuest,,3.2,48,"How to use AI in scientific situations to discover trends and patterns within datasets
The complete machine learning process
Use artificial intelligence to predict sequences in datasets"
Machine Learning Foundations: A Case Study Approach,Machine Learning Foundations: A Case Study Approach,University of Washington,,4.6,13379,"University of Washington
Machine Learning: Clustering & Retrieval
Course
University of Washington
Machine Learning: Regression
Course
University of Washington
Machine Learning: Classification
Course
Google Cloud
Connected Sheets: Qwik Start
Project"
Introduction to Data Analytics for Business,Introduction to Data Analytics for Business,University of Colorado Boulder,,4.7,3108,"Describe the information lifecycle from events in the real world to business actions 
Recognize the types of events and characteristics that are often used in business analytics
Explain how the data is captured by source systems and stored using both traditional and emergent technologies
Gain familiarity with relational databases and learn how to use a simple but powerful language called SQL to extract analytical data sets of interest"
"Generative AI: Impact, Considerations, and Ethical Issues","Generative AI: Impact, Considerations, and Ethical Issues",IBM,,4.7,44,"Describe the limitations of generative AI and the related concerns. 
Identify the ethical issues, concerns, and misuses associated with generative AI.
Explain the considerations for the responsible use of generative AI. 
Discuss the economic and social impact of generative AI."
Creating Dashboards and Storytelling with Tableau,Creating Dashboards and Storytelling with Tableau,"University of California, Davis",,4.6,1003," Combine the data and follow the best practices to present your story  
 Create calculated fields for KPIs to build a figure that will be used to measure progress in the data  
Assemble a dashboard  
 Analyze concepts and techniques for compelling storytelling with data  "
Data Analysis with R,Data Analysis with R,IBM,,4.7,269,"Prepare data for analysis by handling missing values, formatting and normalizing data, binning, and turning categorical values into numeric values.
Compare and contrast predictive models using simple linear, multiple linear, and polynomial regression methods.
Examine data using descriptive statistics, data grouping, analysis of variance (ANOVA), and correlation statistics.
Evaluate a model for overfitting and underfitting conditions and tune its performance using regularization and grid search."
Specialized Models: Time Series and Survival Analysis,Specialized Models: Time Series and Survival Analysis,IBM,,4.5,124,"The State University of New York
Practical Time Series Analysis
Course
EDUCBA
Regression & Forecasting for Data Scientists using Python
Course
Google Cloud
Understand, Explore, and Visualize a Time Series Dataset
Project
Imperial College London
Survival Analysis in R for Public Health
Course"
Data Wrangling with Python Specialization,Data Wrangling with Python Specialization,University of Colorado Boulder,,4.6,13,"Define techniques and methods for collecting data from various sources including files, web, databases, etc.
Identify statistical analysis and visualization techniques that can be used to gain insights into the data.
Calculate and apply techniques for data preprocessing such as dealing with missing values, outliers, sampling, normalization, and discretization."
Microsoft Azure Databricks for Data Engineering,Microsoft Azure Databricks for Data Engineering,Microsoft,,4.2,97,"How to work with large amounts of data from multiple sources in different raw formats
How to create production workloads on Azure Databricks with Azure Data Factory
How to build and query a Delta Lake 
How to perform data transformations in DataFrame. How to understand the architecture of an Azure Databricks Spark Cluster and Spark Jobs "
Getting and Cleaning Data,Getting and Cleaning Data,Johns Hopkins University,,4.5,8048,"Understand common data storage systems
Apply data cleaning basics to make data ""tidy""
Use R for text and date manipulation
Obtain usable data from the web, APIs, and databases"
"Virtualization, Docker, and Kubernetes for Data Engineering","Virtualization, Docker, and Kubernetes for Data Engineering",Duke University,,3.3,12,"Master virtualization, containerization, and Docker, including Dockerfile creation and multi-container orchestration with Compose and Airflow.
Develop expertise in Kubernetes core concepts, cluster architecture, and deployment using cloud environments, GitHub Codespaces, and AI-driven tools.
Navigate data scenarios mastering containerization, deploying apps, and addressing production issues with cloud orchestration and SRE practices."
Visual Analytics with Tableau,Visual Analytics with Tableau,"University of California, Davis",,4.6,1817," Create a chart using Tableau  
 Create dates using calculated fields  
 Customize table calculations  
 Customize and create dual layer maps  "
Build and Operate Machine Learning Solutions with Azure,Build and Operate Machine Learning Solutions with Azure,Microsoft,,4.0,47,"Learn how to use the Azure Machine Learning Python SDK to create and manage enterprise-ready ML solutions
Work with Data and Computer in Azure Machine Learning
Use the Azure Machine Learning SDK to train a model. Select models and protect sensitive data
Orchestrate pipelines and deploy real-time machine learning services with Azure Machine Learning"
Python and Pandas for Data Engineering,Python and Pandas for Data Engineering,Duke University,,4.6,188,"Setup a provisioned Python project environment
Use Pandas libraries to read and write data into data structures and files
Employ Vim and Visual Studio Code to write Python code"
Introduction to R Programming and Tidyverse,Introduction to R Programming and Tidyverse,University of Colorado Boulder,,4.3,32,"By successfully completing this course, you will be able to write functions in R.
You will be able to analyze and visualize a data set.
You will be able to use RMarkdown to share documents in reports with the global R community."
Machine Learning Rock Star – the End-to-End Practice Specialization,Machine Learning Rock Star – the End-to-End Practice Specialization,SAS,,4.8,143,"Lead ML: Manage or participate in the end-to-end implementation of machine learning
Apply ML: Identify the opportunities where machine learning can improve marketing, sales, financial credit scoring, insurance, fraud detection, and much more
Greenlight ML: Forecast the effectiveness of and scope the requirements for a machine learning project and then internally sell it to gain buy-in
Regulate ML: Manage ethical pitfalls, the risks to social justice that stem from machine learning – aka AI ethics"
Mastering Data Analysis in Excel,Mastering Data Analysis in Excel,Duke University,,4.2,3909,"Duke University
Data Visualization and Communication with Tableau
Course
Duke University
Managing Big Data with MySQL
Course
Howard University
Business Modeling Tools
Course
University System of Georgia
The Good, Bad, and Ugly of Marketing - Jagdish Sheth
Course"
Social Network Analysis,Social Network Analysis,"University of California, Davis",,4.7,224,"Define networks and discover the languages networks use.
Analyze a social network through data wrangling and visualizing a network.
Discuss what mechanisms generate networks.
Examine social networks analysis using case studies."
Machine Learning Capstone,Machine Learning Capstone,IBM,,4.5,63,"Compare and contrast different machine learning algorithms by creating recommender systems in Python
Predict course ratings by training a neural network and constructing regression and classification models
Create recommendation systems by applying your knowledge of KNN, PCA, and non-negative matrix collaborative filtering
 Develop a final presentation and evaluate your peers’ projects"
Natural Language Processing on Google Cloud,Natural Language Processing on Google Cloud,Google Cloud,,4.4,517,"Google Cloud
Recommendation Systems on Google Cloud
Course
Google Cloud
Computer Vision Fundamentals with Google Cloud
Course
Google Cloud
Production Machine Learning Systems
Course
Google Cloud
Advanced Machine Learning on Google Cloud
Specialization"
Generative AI: Business Transformation and Career Growth,Generative AI: Business Transformation and Career Growth,IBM,,4.7,31,"Explain the transformative impact of generative AI on the business and industry landscape. 
Explore potential career opportunities in generative AI.
Analyze how generative AI can enhance existing careers in diverse fields.
Apply generative AI to boost your productivity at work."
Feature Engineering,Feature Engineering,Google Cloud,,4.5,1754,"Describe Vertex AI Feature Store and compare the key required aspects of a good feature.
Perform feature engineering using BigQuery ML, Keras, and TensorFlow.
Discuss how to preprocess and explore features with Dataflow and Dataprep.
Use tf.Transform."
Regression Models,Regression Models,Johns Hopkins University,,4.4,3343,"Use regression analysis, least squares and inference
Understand ANOVA and ANCOVA model cases
Investigate analysis of residuals and variability
Describe novel uses of regression models such as scatterplot smoothing"
Introduction to Big Data,Introduction to Big Data,University of California San Diego,,4.6,10806,"University of California San Diego
Big Data Modeling and Management Systems
Course
University of California San Diego
Big Data Integration and Processing
Course
University of California San Diego
Big Data - Capstone Project
Course
University of California San Diego
Graph Analytics for Big Data
Course"
Computer Vision Fundamentals with Google Cloud,Computer Vision Fundamentals with Google Cloud,Google Cloud,,4.6,536,"Understand at a high-level the types of problems computer vision may solve 
Understand some of the key concepts and model architectures typically used using computer vision"
Inferential Statistics,Inferential Statistics,University of Amsterdam,,4.3,579,"University of Amsterdam
Basic Statistics
Course
University of Amsterdam
Methods and Statistics in Social Science - Final Research Project
Course
University of Amsterdam
Methods and Statistics in Social Sciences
Specialization
University of Amsterdam
Quantitative Methods
Course"
Experimental Design Basics,Experimental Design Basics,Arizona State University,,4.7,254,"By the end of this course, you will be able to:
Approach complex industrial and business research problems and address them through a rigorous, statistically sound experimental strategy
Use modern software to effectively plan experiments
Analyze the resulting data of an experiment, and communicate the results effectively to decision-makers."
Communicating Data Insights with Tableau,Communicating Data Insights with Tableau,Tableau Learning Partner,,4.3,18," Identify data storytelling best principles to convey business insights.
 Build interactive dashboards and stories in Tableau.
Utilize data storytelling design principles to craft a compelling presentation so stakeholders can explore data to build their own insights."
Introduction to Microsoft Azure Synapse Analytics,Introduction to Microsoft Azure Synapse Analytics,Microsoft,,3.9,66,"How to use Azure Synapse Analytics to build Data Warehouses using modern architecture patterns
How to describe the features and components of Azure Synapse Analytics 
How to use Azure Synapse Analytics to build your analytical solutions in one place 
How to use Azure Synapse Studio application to interact with the various components of Azure Synapse Analytics "
Getting Started with Data Visualization in R,Getting Started with Data Visualization in R,Johns Hopkins University,,4.7,246,"Johns Hopkins University
Data Visualization in R with ggplot2
Course
Johns Hopkins University
Data Visualization & Dashboarding with R
Specialization
Johns Hopkins University
Advanced Data Visualization with R
Course
Johns Hopkins University
Publishing Visualizations in R with Shiny and flexdashboard
Course"
Machine Learning With Big Data,Machine Learning With Big Data,University of California San Diego,,4.6,2444,"University of California San Diego
Big Data
Specialization
University of California San Diego
Graph Analytics for Big Data
Course
University of California San Diego
Big Data - Capstone Project
Course
University of California San Diego
Big Data Integration and Processing
Course"
Bayesian Statistics: Time Series Analysis,Bayesian Statistics: Time Series Analysis,"University of California, Santa Cruz",,4.5,11,"Build models that describe temporal dependencies.
Use R for analysis and forecasting of times series.
Explain stationary time series processes."
Managing Big Data with MySQL,Managing Big Data with MySQL,Duke University,,4.7,4046,"Duke University
Excel to MySQL: Analytic Techniques for Business
Specialization
Meta
Proyecto final sobre la aplicación para iOS
Course
Duke University
Business Metrics for Data-Driven Companies
Course
University System of Georgia
The Good, Bad, and Ugly of Marketing - Jagdish Sheth
Course"
Bayesian Statistics,Bayesian Statistics,Duke University,,3.8,791,"University of California, Santa Cruz
Bayesian Statistics: From Concept to Data Analysis
Course
Illinois Tech
Statistical Learning
Make progress toward a degree
Course
Coursera Project Network
Crea formularios con React Hooks y MUI
Guided Project
University of California, Santa Cruz
Bayesian Statistics: Capstone Project
Course"
Statistics in Psychological Research,Statistics in Psychological Research,American Psychological Association,,4.6,14," Explain ways to categorize variables and describe data.
Describe how graphs are used to visualize data.
Describe the logic of inferential statistics and null hypothesis significance testing.
Select the appropriate inferential test based on criteria.
 Compare and contrast the use of statistical significance, effect size, and confidence intervals.
Explain the importance of statistical power.  
Describe how alternative procedures address the major objections to null hypothesis significance testing.  "
Doing More with SAS Programming,Doing More with SAS Programming,SAS,,4.8,919,"SAS
Preparing for the SAS Programming Certification Exam
Course
SAS
SAS Macro Language
Course
SAS
Advanced SAS Programming Techniques
Course
SAS
Practicing for the SAS Programming Certification Exam
Course"
Data Analysis and Presentation Skills: the PwC Approach Final Project,Data Analysis and Presentation Skills: the PwC Approach Final Project,PwC,,4.7,247,"PwC
Data Visualization with Advanced Excel
Course
PwC
Data-driven Decision Making
Course
PwC
Effective Business Presentations with Powerpoint
Course
PwC
Problem Solving with Excel
Course"
Modern Regression Analysis in R,Modern Regression Analysis in R,University of Colorado Boulder,,4.5,25,"Articulate some recommended practices for ethical behavior and communication in statistics and data science.
Interpret important components of the MLR model, including the “systematic” and “random” components of the model.
Describe and implement testing-based procedures for model selections and select a “best” model based on a given procedure."
Data Warehousing with Microsoft Azure Synapse Analytics,Data Warehousing with Microsoft Azure Synapse Analytics,Microsoft,,4.0,44,"How to use Azure Synapse Analytics to build Data Warehouses using modern architecture patterns
How to design a Modern Data Warehouse using Azure Synapse Analytics  
How to manage, optimize, and secure a data warehouse  
How to design a multidimensional schema to optimize analytical workloads  "
Prepare for DP-203: Data Engineering on Microsoft Azure Exam,Prepare for DP-203: Data Engineering on Microsoft Azure Exam,Microsoft,,4.4,54,"How to refresh and test your knowledge of the skills mapped to all the main topics covered in the DP-203 exam.
How to demonstrate proficiency in the skills measured in Exam DP-203: Data Engineering on Microsoft Azure
How to outline the key points covered in the Microsoft Data Engineer Associate Specialization
How to describe best practices for preparing for the Exam DP-203: Data Engineering on Microsoft Azure"
Generative AI: Enhance your Data Analytics Career,Generative AI: Enhance your Data Analytics Career,IBM,,4.6,14,"Describe how you can use Generative AI tools and techniques in the context of data analytics across industries
Implement various data analytic processes such as data preparation, analysis, visualization and storytelling using Generative AI tools
Evaluate real-world case studies showcasing the successful application of Generative AI in deriving meaningful insights 
 Analyze the ethical considerations and challenges associated with using Generative AI in data analytics"
Applied Social Network Analysis in Python,Applied Social Network Analysis in Python,University of Michigan,,4.6,2685,"Represent and manipulate networked data using the NetworkX library
Analyze the connectivity of a network
Measure the importance or centrality of a node in a network
Predict the evolution of networks over time"
Bayesian Statistics: Mixture Models,Bayesian Statistics: Mixture Models,"University of California, Santa Cruz",,4.6,48,"Explain the basic principles behind the algorithm for fitting a mixture model.
Compute the expectation and variance of a mixture distribution.
Use mixture models to solve classification and clustering problems, and to provide density estimates."
Introduction to Deep Learning,Introduction to Deep Learning,University of Colorado Boulder,,3.6,24,"Apply different optimization methods while training and explain different behavior.
Use cloud tools and deep learning libraries to implement CNN architecture and train for image classification tasks.
Apply deep learning package to sequential data, build models, train, and tune."
Microsoft Azure Machine Learning,Microsoft Azure Machine Learning,Microsoft,,4.4,173,"How to describe capabilities of no-code machine learning with Azure Machine Learning Studio
How to identify core tasks in creating a machine learning solution
How to describe core machine learning concepts
How to identify common machine learning types"
How Google does Machine Learning,How Google does Machine Learning,Google Cloud,,4.6,7222,"Describe Vertex AI Platform and how it's used to quickly build, train, and deploy AutoML machine learning models without writing any code
Describe best practices for implementing machine learning on Google Cloud
Leverage Google Cloud tools and environment to do ML
Articulate Responsible AI best practices"
Reinforcement Learning for Trading Strategies,Reinforcement Learning for Trading Strategies,New York Institute of Finance,,3.5,222,"Understand the structure and techniques used in reinforcement learning (RL) strategies.
Understand the benefits of using RL vs. other learning methods.
Describe the steps required to develop and test an RL trading strategy.
Describe the methods used to optimize an RL trading strategy."
Big Data Integration and Processing,Big Data Integration and Processing,University of California San Diego,,4.4,2396,"University of California San Diego
Graph Analytics for Big Data
Course
University of California San Diego
Big Data - Capstone Project
Course
University of California San Diego
Machine Learning With Big Data
Course
Google Cloud
Bigtable: Qwik Start - Command Line
Project"
Machine Learning in the Enterprise,Machine Learning in the Enterprise,Google Cloud,,4.6,1449,"Describe data management, governance, and preprocessing options
Identify when to use Vertex AutoML, BigQuery ML, and custom training
Implement Vertex Vizier Hyperparameter Tuning
Explain how to create batch and online predictions, setup model monitoring, and create pipelines using Vertex AI"
Structured Query Language (SQL) using SAS,Structured Query Language (SQL) using SAS,SAS,,4.9,253,"SAS
SAS Advanced Programmer
Make progress toward a degree
Professional Certificate
SAS
SAS Macro Language
Course
SAS
Advanced SAS Programming Techniques
Course
SAS
Preparing for the SAS Programming Certification Exam
Course"
Machine Learning Operations (MLOps): Getting Started,Machine Learning Operations (MLOps): Getting Started,Google Cloud,,4.0,419,"Identify and use core technologies required to support effective MLOps.
Adopt the best CI/CD practices in the context of ML systems.
Configure and provision Google Cloud architectures for reliable and effective MLOps environments.
Implement reliable and repeatable training and inference workflows."
Getting Started with SAS Visual Analytics,Getting Started with SAS Visual Analytics,SAS,,4.7,846,"SAS
SAS Visual Business Analytics
Professional Certificate
SAS
Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics
Course
SAS
Data Analysis and Reporting in SAS Visual Analytics
Course
SAS
Creating Advanced Reports with SAS Visual Analytics
Course"
"Introduction to Data, Signal, and Image Analysis with MATLAB","Introduction to Data, Signal, and Image Analysis with MATLAB",Vanderbilt University,,4.7,193,"Learners will understand how signals, images, and data are represented and manipulated in MATLAB 
Learners will gain experience with methods for data visualization, including high dimensional datasets in MATLAB
Learners will apply machine learning methods for data classification and prediction in MATLAB
Learners will learn essential signal frequency analysis and image processing methods in MATLAB"
Azure Data Lake Storage Gen2 and Data Streaming Solution,Azure Data Lake Storage Gen2 and Data Streaming Solution,Microsoft,,4.2,30,"How to use Azure Data Lake Storage to make processing Big Data analytical solutions more efficient. 
How to set up a stream analytics job to stream data and manage a running job
How to describe the concepts of event processing and streaming data and how this applies to Azure Stream Analytics 
How to use Advanced Threat Protection to proactively monitor your system and describe the various ways to upload data to Data Lake Storage Gen 2"
ML Pipelines on Google Cloud,ML Pipelines on Google Cloud,Google Cloud,,3.4,75,"Google Cloud
Machine Learning Operations (MLOps): Getting Started
Course
Google Cloud
Security Best Practices in Google Cloud - Português
Course
Google Cloud
Interacting with Vault Policies
Project
Google Cloud
Connect to Cloud SQL from an Application in Kubernetes Engine
Project"
Machine Learning: Clustering & Retrieval,Machine Learning: Clustering & Retrieval,University of Washington,,4.7,2345,"University of Illinois at Urbana-Champaign
Cluster Analysis in Data Mining
Course
Google Cloud
Database and Multi-Cloud Assessment with StratoZone
Project
University of Washington
Machine Learning: Classification
Course
Databricks
Applied Data Science for Data Analysts
Course"
Recommendation Systems on Google Cloud,Recommendation Systems on Google Cloud,Google Cloud,,4.5,472,"Devise a content-based recommendation engine.
Implement a collaborative filtering recommendation engine.
Build a hybrid recommendation engine with user and content embeddings.
Use reinforcement learning techniques for contextual bandits in the context of recommendations."
Probabilistic Graphical Models 3: Learning,Probabilistic Graphical Models 3: Learning,Stanford University,,4.6,298,"Stanford University
Probabilistic Graphical Models 2: Inference
Course
Stanford University
Probabilistic Graphical Models 1: Representation
Course
O.P. Jindal Global University
Text Mining for Marketing
Course
Alfaisal University | KLD
مقاييس التسويق وربحية التسويق
Course"
Statistical Inference,Statistical Inference,Johns Hopkins University,,4.2,4425,"Understand the process of drawing conclusions about populations or scientific truths from data
Describe variability, distributions, limits, and confidence intervals
Use p-values, confidence intervals, and permutation tests
Make informed data analysis decisions"
Data Engineering with MS Azure Synapse Apache Spark Pools,Data Engineering with MS Azure Synapse Apache Spark Pools,Microsoft,,3.7,32,"How to perform data engineering with Azure Synapse Apache Spark Pools to boost the performance of big-data analytic applications
How to ingest data using Apache Spark Notebooks in Azure Synapse Analytics
How to transform data using DataFrames in Apache Spark Pools in Azure Synapse Analytics
How to monitor and manage data engineering workloads with Apache Spark in Azure Synapse Analytics"
Introduction to Python Fundamentals,Introduction to Python Fundamentals,University of Colorado Boulder,,4.8,108,"By successfully completing this course, you will be able to describe the fundamentals of programming in Python.
You will be able to identify basic variables and data types.
You will also be able to write simple programs with Python."
Data Visualization in R with ggplot2,Data Visualization in R with ggplot2,Johns Hopkins University,,4.9,112,"Johns Hopkins University
Advanced Data Visualization with R
Course
Johns Hopkins University
Publishing Visualizations in R with Shiny and flexdashboard
Course
Johns Hopkins University
Data Visualization & Dashboarding with R
Specialization
Johns Hopkins University
Getting Started with Data Visualization in R
Course"
